Time,USER,RRC,ERAB,PRB,THR,DUR
12/22/2016 13:00,1471,1177,941,724,603,630
12/22/2016 14:00,1732,1386,1108,853,711,741
12/22/2016 15:00,1875,1500,1200,923,769,803
12/22/2016 16:00,1468,1174,940,723,602,628
12/22/2016 17:00,1590,1272,1018,783,652,681
12/22/2016 18:00,1859,1487,1190,915,763,796
12/22/2016 19:00,2071,1657,1325,1020,850,887
12/22/2016 20:00,2133,1706,1365,1050,875,913
12/22/2016 21:00,2146,1717,1373,1056,880,919
12/22/2016 22:00,1871,1497,1197,921,768,801
12/22/2016 23:00,1709,1367,1094,841,701,732
12/23/2016 0:00,1845,1476,1181,908,757,790
12/23/2016 1:00,1494,1195,956,736,613,640
12/23/2016 2:00,1291,1033,826,636,530,553
12/23/2016 3:00,1391,1113,890,685,571,595
12/23/2016 4:00,1288,1030,824,634,528,551
12/23/2016 5:00,1327,1062,849,653,544,568
12/23/2016 6:00,1558,1246,997,767,639,667
12/23/2016 7:00,1637,1310,1048,806,672,701
12/23/2016 8:00,1745,1396,1117,859,716,747
12/23/2016 9:00,1625,1300,1040,800,667,696
12/23/2016 10:00,1899,1519,1215,935,779,813
12/23/2016 11:00,1800,1440,1152,886,738,771
12/23/2016 12:00,1481,1185,948,729,608,634
12/23/2016 13:00,1567,1254,1003,771,643,671
12/23/2016 14:00,2023,1618,1295,996,830,866
12/23/2016 15:00,2296,1837,1469,1130,942,983
12/23/2016 16:00,1958,1566,1253,964,803,838
12/23/2016 17:00,2005,1604,1283,987,823,858
12/23/2016 18:00,2023,1618,1295,996,830,866
12/23/2016 19:00,2132,1706,1364,1050,875,913
12/23/2016 20:00,2419,1935,1548,1191,992,1036
12/23/2016 21:00,2877,2302,1841,1416,1180,1232
12/23/2016 22:00,2585,2068,1654,1273,1061,1107
12/23/2016 23:00,2076,1661,1329,1022,852,889
12/24/2016 0:00,2045,1636,1309,1007,839,875
12/24/2016 1:00,1772,1418,1134,872,727,759
12/24/2016 2:00,1700,1360,1088,837,697,728
12/24/2016 3:00,1589,1271,1017,782,652,680
12/24/2016 4:00,1485,1188,950,731,609,636
12/24/2016 5:00,1658,1326,1061,816,680,710
12/24/2016 6:00,1727,1382,1105,850,709,739
12/24/2016 7:00,1546,1237,989,761,634,662
12/24/2016 8:00,1866,1493,1194,919,766,799
12/24/2016 9:00,1857,1486,1188,914,762,795
12/24/2016 10:00,2065,1652,1322,1017,847,884
12/24/2016 11:00,1777,1422,1137,875,729,761
12/24/2016 12:00,1840,1472,1178,906,755,788
12/24/2016 13:00,2149,1719,1375,1058,882,920
12/24/2016 14:00,2302,1842,1473,1133,944,985
12/24/2016 15:00,1871,1497,1197,921,768,801
12/24/2016 16:00,2329,1863,1491,1147,955,997
12/24/2016 17:00,2004,1603,1283,987,822,858
12/24/2016 18:00,1642,1314,1051,808,674,703
12/24/2016 19:00,1813,1450,1160,893,744,776
12/24/2016 20:00,1975,1580,1264,972,810,845
12/24/2016 21:00,2234,1787,1430,1100,917,956
12/24/2016 22:00,2205,1764,1411,1086,905,944
12/24/2016 23:00,2101,1681,1345,1034,862,899
12/25/2016 0:00,2048,1638,1311,1008,840,877
12/25/2016 1:00,1651,1321,1057,813,677,707
12/25/2016 2:00,1341,1073,858,660,550,574
12/25/2016 3:00,1350,1080,864,665,554,578
12/25/2016 4:00,1451,1161,929,714,595,621
12/25/2016 5:00,1361,1089,871,670,558,583
12/25/2016 6:00,1444,1155,924,711,592,618
12/25/2016 7:00,1497,1198,958,737,614,641
12/25/2016 8:00,1662,1330,1064,818,682,711
12/25/2016 9:00,2107,1686,1348,1037,864,902
12/25/2016 10:00,2168,1734,1388,1067,889,928
12/25/2016 11:00,1697,1358,1086,835,696,726
12/25/2016 12:00,1567,1254,1003,771,643,671
12/25/2016 13:00,1979,1583,1267,974,812,847
12/25/2016 14:00,2218,1774,1420,1092,910,950
12/25/2016 15:00,1772,1418,1134,872,727,759
12/25/2016 16:00,2187,1750,1400,1077,897,936
12/25/2016 17:00,1703,1362,1090,838,699,729
12/25/2016 18:00,2154,1723,1379,1060,884,922
12/25/2016 19:00,2392,1914,1531,1178,981,1024
12/25/2016 20:00,2633,2106,1685,1296,1080,1127
12/25/2016 21:00,2305,1844,1475,1135,946,987
12/25/2016 22:00,2555,2044,1635,1258,1048,1094
12/25/2016 23:00,2257,1806,1444,1111,926,966
12/26/2016 0:00,2001,1601,1281,985,821,857
12/26/2016 1:00,1779,1423,1139,876,730,762
12/26/2016 2:00,1470,1176,941,724,603,629
12/26/2016 3:00,1191,953,762,586,489,510
12/26/2016 4:00,1316,1053,842,648,540,563
12/26/2016 5:00,1266,1013,810,623,519,542
12/26/2016 6:00,1612,1290,1032,794,661,690
12/26/2016 7:00,1585,1268,1014,780,650,679
12/26/2016 8:00,1524,1219,975,750,625,652
12/26/2016 9:00,1695,1356,1085,834,695,726
12/26/2016 10:00,1689,1351,1081,832,693,723
12/26/2016 11:00,1693,1354,1084,833,695,725
12/26/2016 12:00,1468,1174,940,723,602,628
12/26/2016 13:00,1674,1339,1071,824,687,717
12/26/2016 14:00,2392,1914,1531,1178,981,1024
12/26/2016 15:00,2263,1810,1448,1114,928,969
12/26/2016 16:00,2529,2023,1619,1245,1038,1083
12/26/2016 17:00,2115,1692,1354,1041,868,905
12/26/2016 18:00,2075,1660,1328,1022,851,888
12/26/2016 19:00,2623,2098,1679,1291,1076,1123
12/26/2016 20:00,2639,2111,1689,1299,1083,1130
12/26/2016 21:00,2496,1997,1597,1229,1024,1069
12/26/2016 22:00,2476,1981,1585,1219,1016,1060
12/26/2016 23:00,2257,1806,1444,1111,926,966
12/27/2016 0:00,1990,1592,1274,980,816,852
12/27/2016 1:00,1826,1461,1169,899,749,782
12/27/2016 2:00,1519,1215,972,748,623,650
12/27/2016 3:00,1569,1255,1004,772,644,672
12/27/2016 4:00,1494,1195,956,736,613,640
12/27/2016 5:00,1627,1302,1041,801,667,697
12/27/2016 6:00,1453,1162,930,715,596,622
12/27/2016 7:00,1543,1234,988,760,633,661
12/27/2016 8:00,1483,1186,949,730,608,635
12/27/2016 9:00,1487,1190,952,732,610,637
12/27/2016 10:00,1474,1179,943,726,605,631
12/27/2016 11:00,1777,1422,1137,875,729,761
12/27/2016 12:00,1479,1183,947,728,607,633
12/27/2016 13:00,1770,1416,1133,871,726,758
12/27/2016 14:00,2006,1605,1284,988,823,859
12/27/2016 15:00,2064,1651,1321,1016,847,884
12/27/2016 16:00,1968,1574,1260,969,807,842
12/27/2016 17:00,2404,1923,1539,1184,986,1029
12/27/2016 18:00,1945,1556,1245,958,798,833
12/27/2016 19:00,2122,1698,1358,1045,871,908
12/27/2016 20:00,2521,2017,1613,1241,1034,1079
12/27/2016 21:00,2307,1846,1476,1136,946,988
12/27/2016 22:00,2528,2022,1618,1245,1037,1082
12/27/2016 23:00,2250,1800,1440,1108,923,963
12/28/2016 0:00,1742,1394,1115,858,715,746
12/28/2016 1:00,1630,1304,1043,802,669,698
12/28/2016 2:00,1836,1469,1175,904,753,786
12/28/2016 3:00,1593,1274,1020,784,654,682
12/28/2016 4:00,1486,1189,951,732,610,636
12/28/2016 5:00,1438,1150,920,708,590,616
12/28/2016 6:00,1407,1126,900,693,577,602
12/28/2016 7:00,1452,1162,929,715,596,622
12/28/2016 8:00,1428,1142,914,703,586,611
12/28/2016 9:00,1367,1094,875,673,561,585
12/28/2016 10:00,1732,1386,1108,853,711,741
12/28/2016 11:00,1446,1157,925,712,593,619
12/28/2016 12:00,1565,1252,1002,770,642,670
12/28/2016 13:00,1496,1197,957,736,614,640
12/28/2016 14:00,1723,1378,1103,848,707,738
12/28/2016 15:00,1701,1361,1089,837,698,728
12/28/2016 16:00,1975,1580,1264,972,810,845
12/28/2016 17:00,1981,1585,1268,975,813,848
12/28/2016 18:00,1914,1531,1225,942,785,819
12/28/2016 19:00,2385,1908,1526,1174,978,1021
12/28/2016 20:00,2237,1790,1432,1101,918,958
12/28/2016 21:00,2226,1781,1425,1096,913,953
12/28/2016 22:00,2016,1613,1290,992,827,863
12/28/2016 23:00,1838,1470,1176,905,754,787
12/29/2016 0:00,1682,1346,1076,828,690,720
12/29/2016 1:00,1363,1090,872,671,559,583
12/29/2016 2:00,1174,939,751,578,482,503
12/29/2016 3:00,1239,991,793,610,508,530
12/29/2016 4:00,1282,1026,820,631,526,549
12/29/2016 5:00,1346,1077,861,663,552,576
12/29/2016 6:00,1651,1321,1057,813,677,707
12/29/2016 7:00,1608,1286,1029,792,660,688
12/29/2016 8:00,1724,1379,1103,849,707,738
12/29/2016 9:00,1564,1251,1001,770,642,670
12/29/2016 10:00,1588,1270,1016,782,651,680
12/29/2016 11:00,1664,1331,1065,819,683,712
12/29/2016 12:00,1402,1122,897,690,575,600
12/29/2016 13:00,1427,1142,913,703,585,611
12/29/2016 14:00,1542,1234,987,759,633,660
12/29/2016 15:00,2142,1714,1371,1055,879,917
12/29/2016 16:00,2321,1857,1485,1143,952,994
12/29/2016 17:00,2279,1823,1459,1122,935,976
12/29/2016 18:00,2007,1606,1284,988,823,859
12/29/2016 19:00,2231,1785,1428,1098,915,955
12/29/2016 20:00,2327,1862,1489,1146,955,996
12/29/2016 21:00,2695,2156,1725,1327,1106,1154
12/29/2016 22:00,2371,1897,1517,1167,973,1015
12/29/2016 23:00,2157,1726,1380,1062,885,923
12/30/2016 0:00,1920,1536,1229,945,788,822
12/30/2016 1:00,1600,1280,1024,788,656,685
12/30/2016 2:00,1619,1295,1036,797,664,693
12/30/2016 3:00,1533,1226,981,755,629,656
12/30/2016 4:00,1592,1274,1019,784,653,682
12/30/2016 5:00,1522,1218,974,749,624,652
12/30/2016 6:00,1697,1358,1086,835,696,726
12/30/2016 7:00,1579,1263,1011,777,648,676
12/30/2016 8:00,1509,1207,966,743,619,646
12/30/2016 9:00,1723,1378,1103,848,707,738
12/30/2016 10:00,1639,1311,1049,807,672,702
12/30/2016 11:00,1830,1464,1171,901,751,783
12/30/2016 12:00,1809,1447,1158,891,742,774
12/30/2016 13:00,1947,1558,1246,959,799,833
12/30/2016 14:00,1515,1212,970,746,622,649
12/30/2016 15:00,1918,1534,1228,944,787,821
12/30/2016 16:00,2455,1964,1571,1209,1007,1051
12/30/2016 17:00,2217,1774,1419,1091,910,949
12/30/2016 18:00,1658,1326,1061,816,680,710
12/30/2016 19:00,2543,2034,1628,1252,1043,1089
12/30/2016 20:00,2362,1890,1512,1163,969,1011
12/30/2016 21:00,2649,2119,1695,1304,1087,1134
12/30/2016 22:00,2462,1970,1576,1212,1010,1054
12/30/2016 23:00,2076,1661,1329,1022,852,889
12/31/2016 0:00,1892,1514,1211,931,776,810
12/31/2016 1:00,1585,1268,1014,780,650,679
12/31/2016 2:00,1309,1047,838,644,537,560
12/31/2016 3:00,1493,1194,956,735,613,639
12/31/2016 4:00,1427,1142,913,703,585,611
12/31/2016 5:00,1446,1157,925,712,593,619
12/31/2016 6:00,1671,1337,1069,823,686,715
12/31/2016 7:00,1845,1476,1181,908,757,790
12/31/2016 8:00,1856,1485,1188,914,761,795
12/31/2016 9:00,2502,2002,1601,1232,1026,1071
12/31/2016 10:00,2409,1927,1542,1186,988,1031
12/31/2016 11:00,2294,1835,1468,1129,941,982
12/31/2016 12:00,1775,1420,1136,874,728,760
12/31/2016 13:00,1632,1306,1044,803,670,699
12/31/2016 14:00,1506,1205,964,741,618,645
12/31/2016 15:00,2110,1688,1350,1039,866,903
12/31/2016 16:00,2198,1758,1407,1082,902,941
12/31/2016 17:00,2192,1754,1403,1079,899,938
12/31/2016 18:00,2497,1998,1598,1229,1024,1069
12/31/2016 19:00,2504,2003,1603,1233,1027,1072
12/31/2016 20:00,2306,1845,1476,1135,946,987
12/31/2016 21:00,2923,2338,1871,1439,1199,1251
12/31/2016 22:00,3035,2428,1942,1494,1245,1299
12/31/2016 23:00,2221,1777,1421,1093,911,951
01-01-2017 00:00,2129,1703,1363,1048,873,911
01-01-2017 01:00,1823,1458,1167,897,748,780
01-01-2017 02:00,1698,1358,1087,836,697,727
01-01-2017 03:00,1568,1254,1004,772,643,671
01-01-2017 04:00,1589,1271,1017,782,652,680
01-01-2017 05:00,1633,1306,1045,804,670,699
01-01-2017 06:00,1685,1348,1078,830,691,721
01-01-2017 07:00,1967,1574,1259,968,807,842
01-01-2017 08:00,2106,1685,1348,1037,864,902
01-01-2017 09:00,1999,1599,1279,984,820,856
01-01-2017 10:00,2223,1778,1423,1094,912,952
01-01-2017 11:00,2491,1993,1594,1226,1022,1066
01-01-2017 12:00,1980,1584,1267,975,812,848
01-01-2017 13:00,1751,1401,1121,862,718,750
01-01-2017 14:00,2029,1623,1299,999,832,869
01-01-2017 15:00,2331,1865,1492,1148,956,998
01-01-2017 16:00,2570,2056,1645,1265,1054,1100
01-01-2017 17:00,2594,2075,1660,1277,1064,1110
01-01-2017 18:00,2655,2124,1699,1307,1089,1137
01-01-2017 19:00,3137,2510,2008,1544,1287,1343
01-01-2017 20:00,3085,2468,1974,1519,1266,1321
01-01-2017 21:00,2632,2106,1684,1296,1080,1127
01-01-2017 22:00,2681,2145,1716,1320,1100,1148
01-01-2017 23:00,2260,1808,1446,1113,927,967
01-02-2017 00:00,1888,1510,1208,929,775,808
01-02-2017 01:00,1686,1349,1079,830,692,722
01-02-2017 02:00,1736,1389,1111,855,712,743
01-02-2017 03:00,1722,1378,1102,848,706,737
01-02-2017 04:00,1648,1318,1055,811,676,705
01-02-2017 05:00,1592,1274,1019,784,653,682
01-02-2017 06:00,1528,1222,978,752,627,654
01-02-2017 07:00,1772,1418,1134,872,727,759
01-02-2017 08:00,1546,1237,989,761,634,662
01-02-2017 09:00,1463,1170,936,720,600,626
01-02-2017 10:00,1959,1567,1254,964,804,839
01-02-2017 11:00,1849,1479,1183,910,759,792
01-02-2017 12:00,1780,1424,1139,876,730,762
01-02-2017 13:00,1982,1586,1268,976,813,848
01-02-2017 14:00,2401,1921,1537,1182,985,1028
01-02-2017 15:00,2660,2128,1702,1310,1091,1139
01-02-2017 16:00,2143,1714,1372,1055,879,917
01-02-2017 17:00,2015,1612,1290,992,827,863
01-02-2017 18:00,2353,1882,1506,1158,965,1007
01-02-2017 19:00,2189,1751,1401,1078,898,937
01-02-2017 20:00,2722,2178,1742,1340,1117,1165
01-02-2017 21:00,2403,1922,1538,1183,986,1029
01-02-2017 22:00,2184,1747,1398,1075,896,935
01-02-2017 23:00,1765,1412,1130,869,724,756
01-03-2017 00:00,1773,1418,1135,873,727,759
01-03-2017 01:00,1662,1330,1064,818,682,711
01-03-2017 02:00,1674,1339,1071,824,687,717
01-03-2017 03:00,1629,1303,1043,802,668,697
01-03-2017 04:00,1542,1234,987,759,633,660
01-03-2017 05:00,1535,1228,982,756,630,657
01-03-2017 06:00,1530,1224,979,753,628,655
01-03-2017 07:00,1459,1167,934,718,599,625
01-03-2017 08:00,1391,1113,890,685,571,595
01-03-2017 09:00,1240,992,794,610,509,531
01-03-2017 10:00,1546,1237,989,761,634,662
01-03-2017 11:00,1912,1530,1224,941,784,819
01-03-2017 12:00,1397,1118,894,688,573,598
01-03-2017 13:00,1489,1191,953,733,611,637
01-03-2017 14:00,1467,1174,939,722,602,628
01-03-2017 15:00,1334,1067,854,657,547,571
01-03-2017 16:00,1651,1321,1057,813,677,707
01-03-2017 17:00,2105,1684,1347,1036,864,901
01-03-2017 18:00,1545,1236,989,761,634,661
01-03-2017 19:00,1627,1302,1041,801,667,697
01-03-2017 20:00,2159,1727,1382,1063,886,924
01-03-2017 21:00,2110,1688,1350,1039,866,903
01-03-2017 22:00,1632,1306,1044,803,670,699
01-03-2017 23:00,1334,1067,854,657,547,571
01-04-2017 00:00,993,794,636,489,407,425
01-04-2017 01:00,836,669,535,412,343,358
01-04-2017 02:00,907,726,580,447,372,388
01-04-2017 03:00,909,727,582,448,373,389
01-04-2017 04:00,781,625,500,384,320,334
01-04-2017 05:00,859,687,550,423,352,368
01-04-2017 06:00,1107,886,708,545,454,474
01-04-2017 07:00,1184,947,758,583,486,507
01-04-2017 08:00,1225,980,784,603,503,524
01-04-2017 09:00,1544,1235,988,760,633,661
01-04-2017 10:00,1542,1234,987,759,633,660
01-04-2017 11:00,1704,1363,1091,839,699,729
01-04-2017 12:00,1311,1049,839,645,538,561
01-04-2017 13:00,1381,1105,884,680,567,591
01-04-2017 14:00,1208,966,773,595,496,517
01-04-2017 15:00,1304,1043,835,642,535,558
01-04-2017 16:00,1389,1111,889,684,570,595
01-04-2017 17:00,1443,1154,924,710,592,618
01-04-2017 18:00,1655,1324,1059,815,679,708
01-04-2017 19:00,1972,1578,1262,971,809,844
01-04-2017 20:00,2281,1825,1460,1123,936,976
01-04-2017 21:00,1936,1549,1239,953,794,829
01-04-2017 22:00,1870,1496,1197,921,767,801
01-04-2017 23:00,1515,1212,970,746,622,649
01-05-2017 00:00,1348,1078,863,664,553,577
01-05-2017 01:00,1032,826,660,508,423,442
01-05-2017 02:00,967,774,619,476,397,414
01-05-2017 03:00,1017,814,651,501,417,435
01-05-2017 04:00,1084,867,694,534,445,464
01-05-2017 05:00,1072,858,686,528,440,459
01-05-2017 06:00,1246,997,797,613,511,533
01-05-2017 07:00,1243,994,796,612,510,532
01-05-2017 08:00,1105,884,707,544,453,473
01-05-2017 09:00,1259,1007,806,620,517,539
01-05-2017 10:00,2951,2361,1889,1453,1211,1263
01-05-2017 11:00,3138,2510,2008,1545,1287,1343
01-05-2017 12:00,2851,2281,1825,1404,1170,1220
01-05-2017 13:00,2879,2303,1843,1417,1181,1232
01-05-2017 14:00,2743,2194,1756,1350,1125,1174
01-05-2017 15:00,3116,2493,1994,1534,1278,1334
01-05-2017 16:00,3247,2598,2078,1599,1332,1390
01-05-2017 17:00,3337,2670,2136,1643,1369,1429
01-05-2017 18:00,3484,2787,2230,1715,1429,1491
01-05-2017 19:00,3847,3078,2462,1894,1578,1647
01-05-2017 20:00,3565,2852,2282,1755,1463,1526
01-05-2017 21:00,3451,2761,2209,1699,1416,1477
01-05-2017 22:00,3878,3102,2482,1909,1591,1660
01-05-2017 23:00,2032,1626,1300,1000,834,870
01-06-2017 00:00,1350,1080,864,665,554,578
01-06-2017 01:00,1260,1008,806,620,517,539
01-06-2017 02:00,1172,938,750,577,481,502
01-06-2017 03:00,1078,862,690,531,442,461
01-06-2017 04:00,1129,903,723,556,463,483
01-06-2017 05:00,1328,1062,850,654,545,569
01-06-2017 06:00,1578,1262,1010,777,647,676
01-06-2017 07:00,1259,1007,806,620,517,539
01-06-2017 08:00,1563,1250,1000,769,641,669
01-06-2017 09:00,1310,1048,838,645,537,561
01-06-2017 10:00,1492,1194,955,735,612,639
01-06-2017 11:00,1451,1161,929,714,595,621
01-06-2017 12:00,1395,1116,893,687,572,597
01-06-2017 13:00,1502,1202,961,739,616,643
01-06-2017 14:00,1855,1484,1187,913,761,794
01-06-2017 15:00,2001,1601,1281,985,821,857
01-06-2017 16:00,2137,1710,1368,1052,877,915
01-06-2017 17:00,2160,1728,1382,1063,886,925
01-06-2017 18:00,1960,1568,1254,965,804,839
01-06-2017 19:00,2275,1820,1456,1120,933,974
01-06-2017 20:00,2429,1943,1555,1196,997,1040
01-06-2017 21:00,2149,1719,1375,1058,882,920
01-06-2017 22:00,2170,1736,1389,1068,890,929
01-06-2017 23:00,1832,1466,1172,902,752,784
01-07-2017 00:00,1700,1360,1088,837,697,728
01-07-2017 01:00,1625,1300,1040,800,667,696
01-07-2017 02:00,1490,1192,954,734,611,638
01-07-2017 03:00,1336,1069,855,658,548,572
01-07-2017 04:00,1327,1062,849,653,544,568
01-07-2017 05:00,1344,1075,860,662,551,575
01-07-2017 06:00,1434,1147,918,706,588,614
01-07-2017 07:00,1481,1185,948,729,608,634
01-07-2017 08:00,1704,1363,1091,839,699,729
01-07-2017 09:00,2109,1687,1350,1038,865,903
01-07-2017 10:00,2552,2042,1633,1256,1047,1092
01-07-2017 11:00,1907,1526,1220,939,782,816
01-07-2017 12:00,1522,1218,974,749,624,652
01-07-2017 13:00,1922,1538,1230,946,789,823
01-07-2017 14:00,1698,1358,1087,836,697,727
01-07-2017 15:00,2102,1682,1345,1035,862,900
01-07-2017 16:00,2323,1858,1487,1144,953,994
01-07-2017 17:00,2626,2101,1681,1293,1077,1124
01-07-2017 18:00,2562,2050,1640,1261,1051,1097
01-07-2017 19:00,3038,2430,1944,1496,1246,1301
01-07-2017 20:00,3133,2506,2005,1542,1285,1341
01-07-2017 21:00,3104,2483,1987,1528,1273,1329
01-07-2017 22:00,3138,2510,2008,1545,1287,1343
01-07-2017 23:00,2497,1998,1598,1229,1024,1069
01-08-2017 00:00,2005,1604,1283,987,823,858
01-08-2017 01:00,1527,1222,977,752,626,654
01-08-2017 02:00,1300,1040,832,640,533,557
01-08-2017 03:00,1470,1176,941,724,603,629
01-08-2017 04:00,1476,1181,945,727,606,632
01-08-2017 05:00,1483,1186,949,730,608,635
01-08-2017 06:00,1460,1168,934,719,599,625
01-08-2017 07:00,1579,1263,1011,777,648,676
01-08-2017 08:00,1775,1420,1136,874,728,760
01-08-2017 09:00,1554,1243,995,765,638,665
01-08-2017 10:00,1370,1096,877,674,562,586
01-08-2017 11:00,1408,1126,901,693,578,603
01-08-2017 12:00,1549,1239,991,763,635,663
01-08-2017 13:00,1534,1227,982,755,629,657
01-08-2017 14:00,1597,1278,1022,786,655,684
01-08-2017 15:00,2142,1714,1371,1055,879,917
01-08-2017 16:00,1859,1487,1190,915,763,796
01-08-2017 17:00,1931,1545,1236,951,792,827
01-08-2017 18:00,2175,1740,1392,1071,892,931
01-08-2017 19:00,2458,1966,1573,1210,1008,1052
01-08-2017 20:00,2232,1786,1428,1099,916,956
01-08-2017 21:00,2502,2002,1601,1232,1026,1071
01-08-2017 22:00,2584,2067,1654,1272,1060,1106
01-08-2017 23:00,2307,1846,1476,1136,946,988
2/13/2017 0:00,1741,1393,1114,857,714,745
2/13/2017 1:00,1541,1233,986,759,632,660
2/13/2017 2:00,1447,1158,926,712,594,619
2/13/2017 3:00,1358,1086,869,669,557,581
2/13/2017 4:00,1486,1189,951,732,610,636
2/13/2017 5:00,1257,1006,804,619,516,538
2/13/2017 6:00,1458,1166,933,718,598,624
2/13/2017 7:00,1496,1197,957,736,614,640
2/13/2017 8:00,1654,1323,1059,814,679,708
2/13/2017 9:00,1888,1510,1208,929,775,808
2/13/2017 10:00,1847,1478,1182,909,758,791
2/13/2017 11:00,1711,1369,1095,842,702,732
2/13/2017 12:00,1370,1096,877,674,562,586
2/13/2017 13:00,1796,1437,1149,884,737,769
2/13/2017 14:00,1474,1179,943,726,605,631
2/13/2017 15:00,1163,930,744,573,477,498
2/13/2017 16:00,1580,1264,1011,778,648,676
2/13/2017 17:00,2148,1718,1375,1057,881,920
2/13/2017 18:00,1937,1550,1240,954,795,829
2/13/2017 19:00,2410,1928,1542,1186,989,1032
2/13/2017 20:00,2579,2063,1651,1270,1058,1104
2/13/2017 21:00,2192,1754,1403,1079,899,938
2/13/2017 22:00,2098,1678,1343,1033,861,898
2/13/2017 23:00,2053,1642,1314,1011,842,879
2/14/2017 0:00,1705,1364,1091,839,699,730
2/14/2017 1:00,1827,1462,1169,899,750,782
2/14/2017 2:00,1482,1186,948,730,608,634
2/14/2017 3:00,1548,1238,991,762,635,663
2/14/2017 4:00,1556,1245,996,766,638,666
2/14/2017 5:00,1543,1234,988,760,633,661
2/14/2017 6:00,1417,1134,907,698,581,607
2/14/2017 7:00,1369,1095,876,674,562,586
2/14/2017 8:00,1411,1129,903,695,579,604
2/14/2017 9:00,1496,1197,957,736,614,640
2/14/2017 10:00,1759,1407,1126,866,722,753
2/14/2017 11:00,1568,1254,1004,772,643,671
2/14/2017 12:00,1329,1063,851,654,545,569
2/14/2017 13:00,1409,1127,902,694,578,603
2/14/2017 14:00,1881,1505,1204,926,772,805
2/14/2017 15:00,1939,1551,1241,955,795,830
2/14/2017 16:00,1810,1448,1158,891,743,775
2/14/2017 17:00,1849,1479,1183,910,759,792
2/14/2017 18:00,1834,1467,1174,903,752,785
2/14/2017 19:00,2571,2057,1645,1266,1055,1101
2/14/2017 20:00,2666,2133,1706,1312,1094,1141
2/14/2017 21:00,2737,2190,1752,1347,1123,1172
2/14/2017 22:00,2697,2158,1726,1328,1106,1155
2/14/2017 23:00,2343,1874,1500,1153,961,1003
2/15/2017 0:00,1812,1450,1160,892,743,776
2/15/2017 1:00,1766,1413,1130,869,725,756
2/15/2017 2:00,1739,1391,1113,856,713,744
2/15/2017 3:00,1633,1306,1045,804,670,699
2/15/2017 4:00,1665,1332,1066,820,683,713
2/15/2017 5:00,1619,1295,1036,797,664,693
2/15/2017 6:00,1766,1413,1130,869,725,756
2/15/2017 7:00,1813,1450,1160,893,744,776
2/15/2017 8:00,1235,988,790,608,507,529
2/15/2017 9:00,1318,1054,844,649,541,564
2/15/2017 10:00,1508,1206,965,742,619,646
2/15/2017 11:00,1400,1120,896,689,574,599
2/15/2017 12:00,1419,1135,908,699,582,607
2/15/2017 13:00,1642,1314,1051,808,674,703
2/15/2017 14:00,1510,1208,966,743,619,646
2/15/2017 15:00,1516,1213,970,746,622,649
2/15/2017 16:00,1584,1267,1014,780,650,678
2/15/2017 17:00,1834,1467,1174,903,752,785
2/15/2017 18:00,2078,1662,1330,1023,853,890
2/15/2017 19:00,2576,2061,1649,1268,1057,1103
2/15/2017 20:00,2750,2200,1760,1354,1128,1177
2/15/2017 21:00,2893,2314,1852,1424,1187,1238
2/15/2017 22:00,2860,2288,1830,1408,1173,1224
2/15/2017 23:00,2279,1823,1459,1122,935,976
2/16/2017 0:00,1773,1418,1135,873,727,759
2/16/2017 1:00,1717,1374,1099,845,704,735
2/16/2017 2:00,1539,1231,985,758,631,659
2/16/2017 3:00,1577,1262,1009,776,647,675
2/16/2017 4:00,1480,1184,947,729,607,634
2/16/2017 5:00,1522,1218,974,749,624,652
2/16/2017 6:00,1736,1389,1111,855,712,743
2/16/2017 7:00,1386,1109,887,682,569,593
2/16/2017 8:00,1445,1156,925,711,593,619
2/16/2017 9:00,1483,1186,949,730,608,635
2/16/2017 10:00,1463,1170,936,720,600,626
2/16/2017 11:00,1449,1159,927,713,594,620
2/16/2017 12:00,1541,1233,986,759,632,660
2/16/2017 13:00,1794,1435,1148,883,736,768
2/16/2017 14:00,1772,1418,1134,872,727,759
2/16/2017 15:00,2022,1618,1294,995,830,866
2/16/2017 16:00,1786,1429,1143,879,733,765
2/16/2017 17:00,1838,1470,1176,905,754,787
2/16/2017 18:00,2427,1942,1553,1195,996,1039
2/16/2017 19:00,2525,2020,1616,1243,1036,1081
2/16/2017 20:00,2382,1906,1524,1173,977,1020
2/16/2017 21:00,2673,2138,1711,1316,1097,1144
2/16/2017 22:00,2477,1982,1585,1219,1016,1060
2/16/2017 23:00,2067,1654,1323,1018,848,885
2/17/2017 0:00,1613,1290,1032,794,662,691
2/17/2017 1:00,1248,998,799,614,512,534
2/17/2017 2:00,1140,912,730,561,468,488
2/17/2017 3:00,1106,885,708,544,454,473
2/17/2017 4:00,951,761,609,468,390,407
2/17/2017 5:00,1026,821,657,505,421,439
2/17/2017 6:00,1229,983,787,605,504,526
2/17/2017 7:00,1354,1083,867,667,555,580
2/17/2017 8:00,1302,1042,833,641,534,557
2/17/2017 9:00,1576,1261,1009,776,647,675
2/17/2017 10:00,1129,903,723,556,463,483
2/17/2017 11:00,1319,1055,844,649,541,565
2/17/2017 12:00,1324,1059,847,652,543,567
2/17/2017 13:00,1317,1054,843,648,540,564
2/17/2017 14:00,1282,1026,820,631,526,549
2/17/2017 15:00,1270,1016,813,625,521,544
2/17/2017 16:00,1429,1143,915,704,586,612
2/17/2017 17:00,1419,1135,908,699,582,607
2/17/2017 18:00,1832,1466,1172,902,752,784
